Hydrofly Data,Version 0,3/6/2019
Pressure 0,Pressure 1,Distance
10.705312500000005,14.694375000000008,65
10.809375000000003,14.347499999999997,65
10.219687499999992,13.827187499999994,65
10.774687499999999,14.416874999999976,65
10.185000000000002,13.931249999999991,65
10.73999999999998,14.451562499999994,65
10.011562499999997,14.000624999999985,65
10.809375000000003,14.520937500000002,65
10.080937499999976,13.965937499999995,65
10.73999999999998,14.3821875,65
10.254374999999996,13.653750000000002,65
10.844062500000007,14.347499999999997,65
10.32374999999999,13.445625000000007,65
10.73999999999998,14.278125000000017,65
10.080937499999976,13.653750000000002,65
10.705312500000005,14.070000000000007,65
10.185000000000002,13.515,65
10.774687499999999,14.139375000000001,65
10.185000000000002,13.688437499999992,65
10.809375000000003,14.139375000000001,65
9.976875000000007,13.549687500000005,65
10.705312500000005,14.000624999999985,65
10.115624999999994,13.549687500000005,65
10.73999999999998,14.174062500000005,65
10.2890625,13.272187499999987,65
10.774687499999999,14.104687500000011,65
10.358437500000008,13.376249999999999,65
10.73999999999998,14.139375000000001,65
10.32374999999999,13.79249999999999,65
10.73999999999998,14.243437499999999,65
10.393125000000012,13.619062500000013,65
10.73999999999998,13.861874999999998,65
10.2890625,13.237499999999983,65
10.670625000000001,13.757812499999972,65
10.2890625,13.272187499999987,65
10.427812500000016,13.827187499999994,65
10.2890625,13.272187499999987,65
10.531874999999985,13.757812499999972,65
10.393125000000012,13.202812500000007,65
10.774687499999999,13.306874999999991,65
10.2890625,13.168125000000003,65
10.774687499999999,13.410937500000003,65
10.2890625,13.306874999999991,65
10.809375000000003,13.757812499999972,65
10.358437500000008,13.410937500000003,65
10.774687499999999,13.757812499999972,65
10.2890625,13.515,65
10.809375000000003,13.931249999999991,65
10.32374999999999,13.445625000000007,65
10.774687499999999,13.861874999999998,65
10.2890625,13.34156249999998,65
10.705312500000005,13.79249999999999,65
10.115624999999994,13.410937500000003,65
10.809375000000003,13.931249999999991,65
9.734062500000007,14.035312500000003,65
9.976875000000007,13.410937500000003,65
10.670625000000001,13.827187499999994,65
10.254374999999996,13.480312499999997,65
10.809375000000003,13.549687500000005,65
10.358437500000008,13.376249999999999,65
10.774687499999999,13.827187499999994,65
10.427812500000016,13.445625000000007,65
10.809375000000003,14.000624999999985,65
10.56656249999999,14.139375000000001,65
10.774687499999999,13.79249999999999,65
10.32374999999999,13.584374999999994,65
10.185000000000002,13.584374999999994,65
10.809375000000003,13.931249999999991,65
10.2890625,13.237499999999983,65
10.705312500000005,13.827187499999994,65
10.219687499999992,13.410937500000003,65
10.427812500000016,13.965937499999995,65
10.358437500000008,13.410937500000003,65
10.49718750000001,13.72312500000001,65
10.254374999999996,13.34156249999998,65
10.73999999999998,13.445625000000007,65
10.254374999999996,13.376249999999999,65
10.809375000000003,13.688437499999992,18
10.358437500000008,13.410937500000003,16
10.809375000000003,13.896562499999987,16
10.358437500000008,13.410937500000003,65
10.774687499999999,13.79249999999999,65
10.254374999999996,13.34156249999998,16
10.774687499999999,13.653750000000002,16
10.219687499999992,13.376249999999999,65
10.809375000000003,13.688437499999992,65
10.150312499999998,13.237499999999983,17
10.774687499999999,13.757812499999972,65
10.011562499999997,13.237499999999983,65
10.809375000000003,13.72312500000001,65
9.838124999999991,13.202812500000007,65
10.73999999999998,13.584374999999994,65
10.04625,13.272187499999987,65
10.73999999999998,13.757812499999972,65
10.73999999999998,13.619062500000013,65
10.774687499999999,13.79249999999999,18
10.32374999999999,13.272187499999987,65
10.774687499999999,13.757812499999972,18
10.219687499999992,13.376249999999999,16
10.601249999999993,13.931249999999991,65
10.080937499999976,13.480312499999997,65
10.774687499999999,13.931249999999991,65
10.011562499999997,13.410937500000003,65
10.670625000000001,13.861874999999998,65
9.942187500000003,13.445625000000007,65
10.73999999999998,13.931249999999991,65
10.2890625,13.515,65
10.73999999999998,13.965937499999995,65
10.254374999999996,13.168125000000003,65
10.774687499999999,14.070000000000007,9
10.254374999999996,13.515,9
10.670625000000001,13.965937499999995,9
9.803437500000001,13.237499999999983,65
10.844062500000007,13.931249999999991,9
10.427812500000016,13.237499999999983,65
10.49718750000001,13.861874999999998,65
10.358437500000008,13.410937500000003,65
10.705312500000005,13.72312500000001,65
10.011562499999997,13.34156249999998,6
10.49718750000001,13.861874999999998,66
10.2890625,13.133437500000014,66
10.49718750000001,13.931249999999991,65
10.04625,13.445625000000007,65
10.9134375,13.827187499999994,66
10.809375000000003,13.965937499999995,66
9.283124999999998,12.960000000000008,66
10.56656249999999,13.827187499999994,9
10.32374999999999,13.34156249999998,66
10.774687499999999,13.79249999999999,66
10.254374999999996,13.410937500000003,9
10.73999999999998,13.896562499999987,66
10.32374999999999,13.376249999999999,66
10.462500000000006,13.896562499999987,66
10.32374999999999,13.515,66
10.601249999999993,14.035312500000003,66
10.254374999999996,13.515,19
10.427812500000016,14.000624999999985,66
10.219687499999992,13.584374999999994,66
10.56656249999999,13.861874999999998,66
10.185000000000002,13.480312499999997,66
10.670625000000001,13.515,66
10.185000000000002,13.549687500000005,65
10.73999999999998,13.757812499999972,65
10.32374999999999,13.515,65
10.670625000000001,13.861874999999998,65
10.2890625,13.272187499999987,65
10.635937499999983,13.861874999999998,65
10.254374999999996,13.237499999999983,65
10.774687499999999,13.79249999999999,65
10.2890625,13.34156249999998,65
10.809375000000003,13.757812499999972,65
10.115624999999994,13.34156249999998,65
10.670625000000001,13.34156249999998,65
9.976875000000007,13.965937499999995,65
9.803437500000001,13.272187499999987,65
10.670625000000001,13.757812499999972,65
10.2890625,13.410937500000003,65
10.393125000000012,13.757812499999972,65
10.2890625,13.445625000000007,65
10.462500000000006,13.79249999999999,65
10.185000000000002,13.445625000000007,65
10.705312500000005,13.515,65
10.219687499999992,13.34156249999998,65
10.601249999999993,13.480312499999997,65
9.976875000000007,13.272187499999987,65
10.531874999999985,13.515,65
9.976875000000007,13.376249999999999,65
10.635937499999983,13.619062500000013,65
10.254374999999996,13.133437500000014,65
10.601249999999993,13.515,65
9.976875000000007,13.272187499999987,65
10.601249999999993,13.480312499999997,65
9.942187500000003,12.821249999999992,65
10.601249999999993,13.480312499999997,65
9.942187500000003,13.272187499999987,65
10.56656249999999,13.515,65
9.629999999999995,24.094687499999992,65
10.462500000000006,11.260312499999998,65
9.664687499999985,14.555624999999992,65
10.601249999999993,12.890625,65
10.080937499999976,17.7121875,16
10.49718750000001,17.955000000000013,65
10.601249999999993,16.879687500000003,65
10.531874999999985,17.157187499999992,65
9.942187500000003,16.32468750000001,65
10.601249999999993,18.05906250000001,65
10.150312499999998,10.393125000000012,65
10.73999999999998,10.774687499999999,65
10.219687499999992,11.572500000000005,65
10.705312500000005,14.867812499999985,65
10.358437500000008,14.451562499999994,65
10.462500000000006,14.90249999999999,65
10.219687499999992,14.867812499999985,65
